"Condition","day","phase","hour","id","Trial","n","mean_Temp","sd_Temp","se_Temp"
"McKO","Morphine Day 1","light",2,1105702,6,60,34.426,0.125078958113313,0.0161476240577945
"McKO","Morphine Day 1","light",2,1105705,7,60,34.4131666666667,0.195391754823758,0.0252249670806219
"McKO","Morphine Day 1","light",2,1110165,7,60,34.5513333333333,0.480093446647759,0.0619797974496696
"McKO","Morphine Day 1","light",3,53375,4,58,36.8120689655172,0.767846746909344,0.100823217319608
"McKO","Morphine Day 1","light",3,53376,4,60,34.9173333333333,0.374246663274039,0.0483150364744682
"McKO","Morphine Day 1","light",3,53406,4,60,35.6571666666667,0.380673318136749,0.0491447140496382
"McKO","Morphine Day 1","light",3,53408,4,60,35.1093333333333,0.525911208161659,0.0678948450264643
"McKO","Morphine Day 1","light",3,53408,5,60,36.2941666666667,0.66439801137129,0.0857734144431444
"McKO","Morphine Day 1","light",3,1011099,6,60,34.3825,0.329728316515073,0.0425677426211962
"McKO","Morphine Day 1","light",3,1067033.3,3,60,34.3838333333333,0.430829281800224,0.0556198211156923
"McKO","Morphine Day 1","light",3,1105702,6,60,34.2453333333333,0.463196215942312,0.0597983743456956
"McKO","Morphine Day 1","light",3,1105705,7,60,34.4995,0.456309532916537,0.0589093073900478
"McKO","Morphine Day 1","light",3,1110165,7,60,34.281,0.177999238238705,0.022979602844537
"McKO","Morphine Day 1","light",4,53375,4,60,36.0336666666667,0.60380422988134,0.0779507908900009
"McKO","Morphine Day 1","light",4,53376,4,60,34.2648333333333,0.613698130582313,0.0792280879781307
"McKO","Morphine Day 1","light",4,53406,4,60,35.7375,0.462530347149134,0.0597124110541377
"McKO","Morphine Day 1","light",4,53408,4,60,35.0913333333333,0.540606898965449,0.0697920505512674
"McKO","Morphine Day 1","light",4,53408,5,60,35.0316666666667,0.412734439457291,0.0532837870141447
"McKO","Morphine Day 1","light",4,1011099,6,60,34.1391666666667,0.131552550132363,0.0169833611937919
"McKO","Morphine Day 1","light",4,1067033.3,3,60,33.7048333333333,0.197170593491659,0.0254546141651676
"McKO","Morphine Day 1","light",4,1105702,6,60,34.2973333333333,0.321125492480594,0.0414571228139998
"McKO","Morphine Day 1","light",4,1105705,7,60,34.1478333333333,0.235466300202542,0.030398568642584
"McKO","Morphine Day 1","light",4,1110165,7,60,34.3601666666667,0.230559317465281,0.0297650798951994
"McKO","Morphine Day 1","light",5,53375,4,40,36.724,0.907354000405179,0.143465264267285
"McKO","Morphine Day 1","light",5,53376,4,60,34.4756666666667,0.465389818985997,0.0600815672809084
"McKO","Morphine Day 1","light",5,53406,4,57,35.3942105263158,0.314125471794434,0.041606935157005
"McKO","Morphine Day 1","light",5,53408,4,60,34.0781666666667,0.128425823300438,0.0165797024955191
"McKO","Morphine Day 1","light",5,53408,5,59,34.9177966101695,0.685087630429583,0.0891908125320605
"McKO","Morphine Day 1","light",5,1011099,6,60,34.4351666666667,0.324478677927192,0.0418900171937138
"McKO","Morphine Day 1","light",5,1067033.3,3,60,33.7416666666667,0.104689478963503,0.0135153536182926
"McKO","Morphine Day 1","light",5,1105702,6,60,34.4751666666667,0.373360786419996,0.048200670264385
"McKO","Morphine Day 1","light",5,1105705,7,60,33.6983333333333,0.125619369480589,0.0162173908653132
"McKO","Morphine Day 1","light",5,1110165,7,60,34.1966666666667,0.420607577753037,0.0543002047975384
"McKO","Morphine Day 1","light",6,53375,4,41,35.609756097561,1.17902817567028,0.184133265567088
"McKO","Morphine Day 1","light",6,53376,4,60,33.8426666666667,0.236534776650225,0.0305365083588404
"McKO","Morphine Day 1","light",6,53406,4,60,35.0511666666667,0.168614409849929,0.0217680267093122
"McKO","Morphine Day 1","light",6,53408,4,60,34.4011666666667,0.38656282698811,0.049905046372927
"McKO","Morphine Day 1","light",6,53408,5,60,34.7313333333333,0.35084144212753,0.0452934354173105
"McKO","Morphine Day 1","light",6,1011099,6,60,33.8596666666667,0.152248310409669,0.0196551723568288
"McKO","Morphine Day 1","light",6,1067033.3,3,60,33.9201666666667,0.44272458311819,0.0571554979124457
"McKO","Morphine Day 1","light",6,1105702,6,60,34.677,0.250181628937113,0.0322983094133493
"McKO","Morphine Day 1","light",6,1105705,7,60,34.2603333333333,0.415826588149952,0.0536829816938338
"McKO","Morphine Day 1","light",6,1110165,7,60,33.769,0.126995262156387,0.0163950178459644
"McKO","Morphine Day 1","light",7,53375,4,50,36.0142,1.09348551496057,0.154642204551576
"McKO","Morphine Day 1","light",7,53376,4,60,33.7256666666667,0.433008265731834,0.0559011267316516
"McKO","Morphine Day 1","light",7,53406,4,60,35.1055,0.270538853376813,0.0349264157876816
"McKO","Morphine Day 1","light",7,53408,4,60,33.5701666666667,0.255299702023146,0.0329590498075787
"McKO","Morphine Day 1","light",7,53408,5,60,34.905,0.466270816775264,0.0601953036064375
"McKO","Morphine Day 1","light",7,1011099,6,60,33.6825,0.361346938785278,0.0466496892039471
"McKO","Morphine Day 1","light",7,1067033.3,3,60,33.6841666666667,0.241445447161056,0.0311704731957458
"McKO","Morphine Day 1","light",7,1105702,6,60,34.1931666666667,0.161554856786828,0.0208566423278103
"McKO","Morphine Day 1","light",7,1105705,7,60,33.9973333333333,0.137284396963812,0.0177233394378324
"McKO","Morphine Day 1","light",7,1110165,7,60,34.7508333333333,0.681586612789939,0.0879924533444453
"McKO","Morphine Day 1","light",8,53375,4,59,35.856779661017,0.923737611419827,0.120260393662775
"McKO","Morphine Day 1","light",8,53376,4,60,33.9755,0.41866383505106,0.0540492686937362
"McKO","Morphine Day 1","light",8,53406,4,60,34.9473333333333,0.142672633066012,0.0184189577274742
"McKO","Morphine Day 1","light",8,53408,4,60,34.1201666666667,0.301850179846636,0.0389686906531911
"McKO","Morphine Day 1","light",8,53408,5,60,34.5971666666667,0.198563413997974,0.0256344265193415
"McKO","Morphine Day 1","light",8,1011099,6,60,34.0976666666667,0.291514843455359,0.0376344044624956
"McKO","Morphine Day 1","light",8,1067033.3,3,60,33.839,0.388891078820845,0.050205622392059
"McKO","Morphine Day 1","light",8,1105702,6,60,34.2791666666667,0.322381454584297,0.0416192668243702
"McKO","Morphine Day 1","light",8,1105705,7,60,34.3328333333333,0.519272932600067,0.0670378473365448
"McKO","Morphine Day 1","light",8,1110165,7,60,34.3036666666667,0.130526530411419,0.0168509026173887
"McKO","Morphine Day 1","light",9,53375,4,58,35.4108620689655,0.945217480744203,0.124113135673175
"McKO","Morphine Day 1","light",9,53376,4,60,33.9931666666667,0.404569206610999,0.0522296599864249
"McKO","Morphine Day 1","light",9,53406,4,60,35.5248333333333,0.684629038899136,0.0883852288662114
"McKO","Morphine Day 1","light",9,53408,4,60,34.2743333333333,0.222812276893495,0.0287649412579687
"McKO","Morphine Day 1","light",9,53408,5,60,34.504,0.267494337022269,0.0345333704164014
"McKO","Morphine Day 1","light",9,1011099,6,60,33.5803333333333,0.301313321169384,0.0388993824959824
"McKO","Morphine Day 1","light",9,1067033.3,3,60,34.2776666666667,0.649613618320417,0.0838647575074839
"McKO","Morphine Day 1","light",9,1105702,6,60,34.4333333333333,0.22827033235348,0.029469573187942
"McKO","Morphine Day 1","light",9,1105705,7,60,34.5453333333333,0.185321220593487,0.0239248667019135
"McKO","Morphine Day 1","light",9,1110165,7,60,34.1251666666667,0.166321025777919,0.0214719520987339
"McKO","Morphine Day 1","light",10,53375,4,60,35.3823333333333,0.447033031300201,0.0577117161810099
"McKO","Morphine Day 1","light",10,53376,4,60,33.9625,0.462409404777973,0.0596967974611591
"McKO","Morphine Day 1","light",10,53406,4,60,35.257,0.734706905703312,0.0948502536710837
"McKO","Morphine Day 1","light",10,53408,4,60,34.3683333333333,0.385034300328397,0.0497077144296836
"McKO","Morphine Day 1","light",10,53408,5,60,34.7621666666667,0.317325110870067,0.0409664956577731
"McKO","Morphine Day 1","light",10,1011099,6,60,34.008,0.258888104878262,0.0334223106241569
"McKO","Morphine Day 1","light",10,1067033.3,3,60,34.0251666666667,0.237761393472508,0.0306948639096698
"McKO","Morphine Day 1","light",10,1105702,6,60,34.4281666666667,0.251716087488593,0.032496407160527
"McKO","Morphine Day 1","light",10,1105705,7,60,34.5196666666667,0.202065324784402,0.0260865212578661
"McKO","Morphine Day 1","light",10,1110165,7,60,34.6515,0.205375431336394,0.0265138541762006
"McKO","Morphine Day 1","light",11,53375,4,60,34.8961666666667,0.145498461366046,0.0187837705923167
"McKO","Morphine Day 1","light",11,53376,4,60,34.0316666666667,0.380009663867603,0.0490590366519035
"McKO","Morphine Day 1","light",11,53406,4,58,35.0424137931034,0.616507737732144,0.0809514318720252
"McKO","Morphine Day 1","light",11,53408,4,60,34.0685,0.2331859300346,0.0301041741197965
"McKO","Morphine Day 1","light",11,53408,5,60,35.2126666666667,0.399774795360651,0.0516107041555093
"McKO","Morphine Day 1","light",11,1011099,6,60,33.9671666666667,0.135071753268673,0.017437688365087
"McKO","Morphine Day 1","light",11,1067033.3,3,60,34.0698333333333,0.226360232378084,0.0292229803414653
"McKO","Morphine Day 1","light",11,1105702,6,60,34.6395,0.169189744049471,0.0218423020350899
"McKO","Morphine Day 1","light",11,1105705,7,60,34.8903333333333,0.440661931477076,0.0568892107306103
"McKO","Morphine Day 1","light",11,1110165,7,60,35.4571666666667,0.414700593104114,0.0535376163584858
"McKO","Morphine Day 1","dark",12,53375,4,59,35.4132203389831,0.571321639823766,0.0743797421084346
"McKO","Morphine Day 1","dark",12,53376,4,60,34.6363333333333,0.682684051464726,0.0881341320681431
"McKO","Morphine Day 1","dark",12,53406,4,59,35.3686440677966,0.643925080315272,0.0838319049594848
"McKO","Morphine Day 1","dark",12,53408,4,59,34.5527118644068,0.611943851685291,0.0796683036323189
"McKO","Morphine Day 1","dark",12,53408,5,58,34.95,0.648845127900333,0.0851975392230032
"McKO","Morphine Day 1","dark",12,1011099,6,60,34.1411666666667,0.196555867476776,0.0253752533778969
"McKO","Morphine Day 1","dark",12,1067033.3,3,60,33.7431666666667,0.392611817891442,0.0506859677405924
"McKO","Morphine Day 1","dark",12,1105702,6,60,34.4263333333333,0.18651093180727,0.0240784577591728
"McKO","Morphine Day 1","dark",12,1105705,7,60,35.1628333333333,0.388015776661018,0.0500926213691286
"McKO","Morphine Day 1","dark",12,1110165,7,60,35.4148333333333,0.294667245059125,0.0380413777595604
"McKO","Morphine Day 1","dark",13,53375,4,59,33.5927118644068,1.66597473850583,0.216891436927637
"McKO","Morphine Day 1","dark",13,53376,4,60,32.093,0.790370648943814,0.102036412023018
"McKO","Morphine Day 1","dark",13,53406,4,60,33.0596666666667,0.699762590894811,0.0903389620278186
"McKO","Morphine Day 1","dark",13,53408,4,60,33.2715,0.55426795514597,0.0715556853205594
"McKO","Morphine Day 1","dark",13,53408,5,60,33.3753333333333,0.34384400614955,0.0443900703170149
"McKO","Morphine Day 1","dark",13,1011099,6,59,34.4527118644068,0.200996058534649,0.0261674579720639
"McKO","Morphine Day 1","dark",13,1067033.3,3,60,34.452,0.331103957252816,0.0427453370767843
"McKO","Morphine Day 1","dark",13,1105702,6,60,35.4331666666667,0.293023349949827,0.0378291518135196
"McKO","Morphine Day 1","dark",13,1105705,7,60,34.9416666666667,0.254898894324168,0.0329073057561396
"McKO","Morphine Day 1","dark",13,1110165,7,60,35.5615,0.192651657187135,0.0248712219968344
"McKO","Morphine Day 1","dark",14,53375,4,59,34.0483050847458,0.877522280967492,0.114243670120566
"McKO","Morphine Day 1","dark",14,53376,4,60,33.047,0.809262690166126,0.104475364057347
"McKO","Morphine Day 1","dark",14,53406,4,60,34.4718333333333,0.728517165128596,0.0940511615989763
"McKO","Morphine Day 1","dark",14,53408,4,59,35.1162711864407,0.542999010302918,0.070692449815002
"McKO","Morphine Day 1","dark",14,53408,5,60,35.0735,0.637539829264262,0.0823060380428136
"McKO","Morphine Day 1","dark",14,1011099,6,60,35.1801666666667,0.318297865329704,0.0410920777185105
"McKO","Morphine Day 1","dark",14,1067033.3,3,60,34.2735,0.906972660436719,0.117089666977895
"McKO","Morphine Day 1","dark",14,1105702,6,60,35.5335,0.207836514956234,0.0268315787053094
"McKO","Morphine Day 1","dark",14,1105705,7,60,34.8625,0.230457356620133,0.0297519168066919
"McKO","Morphine Day 1","dark",14,1110165,7,60,35.7943333333333,0.454306574106997,0.0586507265196315
"McKO","Morphine Day 1","dark",15,53375,4,58,36.2858620689655,0.727413187640655,0.0955140308842145
"McKO","Morphine Day 1","dark",15,53376,4,60,35.0143333333333,0.369109632635014,0.0476518486706715
"McKO","Morphine Day 1","dark",15,53406,4,60,36.26,0.389632595302336,0.050301351758184
"McKO","Morphine Day 1","dark",15,53408,4,60,34.878,0.548912020983018,0.0708642371933428
"McKO","Morphine Day 1","dark",15,53408,5,60,35.8876666666667,0.382757021951404,0.0494137190553911
"McKO","Morphine Day 1","dark",15,1011099,6,60,35.3338333333333,0.224741596752213,0.0290140153807128
"McKO","Morphine Day 1","dark",15,1067033.3,3,60,34.5683333333333,0.343314683273833,0.044321735027601
"McKO","Morphine Day 1","dark",15,1105702,6,60,35.6363333333333,0.265610691705026,0.0342901928516067
"McKO","Morphine Day 1","dark",15,1105705,7,60,35.7023333333333,0.272703767177442,0.0352059049575419
"McKO","Morphine Day 1","dark",15,1110165,7,60,35.4008333333333,0.262331732455506,0.0338668810327305
"McKO","Morphine Day 1","dark",16,53375,4,59,36.2693220338983,0.532550351858637,0.0693321503509305
"McKO","Morphine Day 1","dark",16,53376,4,60,34.9726666666667,0.262909836105278,0.0339415138929954
"McKO","Morphine Day 1","dark",16,53406,4,60,36.076,0.389968273372704,0.0503446876107248
"McKO","Morphine Day 1","dark",16,53408,4,60,34.9931666666667,0.272200646748673,0.0351409523894832
"McKO","Morphine Day 1","dark",16,53408,5,60,36.192,0.331569457406356,0.0428054328881949
"McKO","Morphine Day 1","dark",16,1011099,6,60,35.1075,0.246965481702489,0.0318831065907277
"McKO","Morphine Day 1","dark",16,1067033.3,3,60,34.3658333333333,0.257716778369409,0.0332710930220983
"McKO","Morphine Day 1","dark",16,1105702,6,60,36.0073333333333,0.156701883287945,0.0202301261431183
"McKO","Morphine Day 1","dark",16,1105705,7,60,35.3476666666667,0.248107184783599,0.0320304998247095
"McKO","Morphine Day 1","dark",16,1110165,7,60,35.8216666666667,0.303047608648121,0.0391232780467385
"McKO","Morphine Day 1","dark",17,53375,4,60,36.1493333333333,0.536820099483095,0.0693031768402478
"McKO","Morphine Day 1","dark",17,53376,4,60,34.5663333333333,0.568220435462186,0.0733569427839924
"McKO","Morphine Day 1","dark",17,53406,4,60,35.9206666666667,0.154556409170954,0.0199531466256241
"McKO","Morphine Day 1","dark",17,53408,4,60,35.3756666666667,0.454713046659385,0.0587032019005011
"McKO","Morphine Day 1","dark",17,53408,5,60,35.8263333333333,0.302105418051082,0.0390016417636957
"McKO","Morphine Day 1","dark",17,1011099,6,60,35.1578333333333,0.26469100416073,0.0341714617001809
"McKO","Morphine Day 1","dark",17,1067033.3,3,60,34.8275,0.470213168391543,0.0607042590115956
"McKO","Morphine Day 1","dark",17,1105702,6,60,35.4455,0.360533620520228,0.0465446902674236
"McKO","Morphine Day 1","dark",17,1105705,7,60,35.358,0.412260408076978,0.0532225898260936
"McKO","Morphine Day 1","dark",17,1110165,7,60,35.3706666666667,0.226085829409733,0.0291875550705796
"McKO","Morphine Day 1","dark",18,53375,4,60,35.9371666666667,0.35800336929892,0.046218036239362
"McKO","Morphine Day 1","dark",18,53376,4,60,34.4851666666667,0.313847051525759,0.0405174801271855
"McKO","Morphine Day 1","dark",18,53406,4,60,36.0136666666667,0.35738203774666,0.0461378226808828
"McKO","Morphine Day 1","dark",18,53408,4,58,35.3774137931035,0.577430972087323,0.0758204011675084
"McKO","Morphine Day 1","dark",18,53408,5,59,35.9506779661017,0.511083583172944,0.0665374151134629
"McKO","Morphine Day 1","dark",18,1011099,6,60,35.2115,0.251556678925176,0.0324758276034818
"McKO","Morphine Day 1","dark",18,1067033.3,3,60,34.871,0.144089190834199,0.0186018345489785
"McKO","Morphine Day 1","dark",18,1105702,6,60,35.8545,0.283605269966096,0.036613282915845
"McKO","Morphine Day 1","dark",18,1105705,7,60,34.9981666666667,0.392166912175989,0.0506285306597064
"McKO","Morphine Day 1","dark",18,1110165,7,60,36.0585,0.200920129168495,0.0259386771395808
"McKO","Morphine Day 1","dark",19,53375,4,58,35.9818965517241,0.420056207168616,0.0551560821638956
"McKO","Morphine Day 1","dark",19,53376,4,60,34.857,0.662717313255158,0.0855564372493517
"McKO","Morphine Day 1","dark",19,53406,4,60,36.3418333333333,0.300431845491304,0.0387855844752727
"McKO","Morphine Day 1","dark",19,53408,4,60,35.424,0.297145744072398,0.0383613506062936
"McKO","Morphine Day 1","dark",19,53408,5,59,35.4686440677966,0.411437587453279,0.0535646114471199
"McKO","Morphine Day 1","dark",19,1011099,6,60,35.1233333333333,0.258893778798497,0.0334230431241096
"McKO","Morphine Day 1","dark",19,1067033.3,3,60,34.8345,0.467258230786027,0.0603227782070875
"McKO","Morphine Day 1","dark",19,1105702,6,60,35.4145,0.34119642436579,0.0440482689784741
"McKO","Morphine Day 1","dark",19,1105705,7,60,35.3815,0.296995263330373,0.0383419236260341
"McKO","Morphine Day 1","dark",19,1110165,7,60,35.7395,0.245863576613301,0.0317408512554102
"McKO","Morphine Day 1","dark",20,53375,4,60,36.4735,0.346096023708911,0.044680804533774
"McKO","Morphine Day 1","dark",20,53376,4,60,34.2561666666667,0.414447116565405,0.0535048926780499
"McKO","Morphine Day 1","dark",20,53406,4,60,36.236,0.474785232446369,0.0612945099430002
"McKO","Morphine Day 1","dark",20,53408,4,60,35.4536666666667,0.359118349156047,0.0463619795199624
"McKO","Morphine Day 1","dark",20,53408,5,59,35.904406779661,0.31434810040639,0.0409246368607986
"McKO","Morphine Day 1","dark",20,1011099,6,60,35.259,0.215041974617649,0.0277617995476571
"McKO","Morphine Day 1","dark",20,1067033.3,3,60,34.7683333333333,0.288327536599579,0.0372229249167727
"McKO","Morphine Day 1","dark",20,1105702,6,60,35.9013333333333,0.160628708271293,0.0207370770685842
"McKO","Morphine Day 1","dark",20,1105705,7,60,35.3806666666667,0.271286118686693,0.0350228873243604
"McKO","Morphine Day 1","dark",20,1110165,7,60,35.0953333333333,0.618468493001994,0.0798439391183574
"McKO","Morphine Day 1","dark",21,53375,4,59,37.2835593220339,0.587495451814719,0.0764853930779454
"McKO","Morphine Day 1","dark",21,53376,4,60,35.1208333333333,0.626416473977223,0.0808700190501252
"McKO","Morphine Day 1","dark",21,53406,4,54,35.937037037037,0.595665569174926,0.0810598167679492
"McKO","Morphine Day 1","dark",21,53408,4,60,36.1126666666667,0.812924969262058,0.104948162255604
"McKO","Morphine Day 1","dark",21,53408,5,60,35.5693333333333,0.238226972434861,0.0307549698952544
"McKO","Morphine Day 1","dark",21,1011099,6,60,35.0831666666667,0.308030879294382,0.0397666155208256
"McKO","Morphine Day 1","dark",21,1067033.3,3,60,35.186,0.181362078147088,0.023413743609908
"McKO","Morphine Day 1","dark",21,1105702,6,60,35.2615,0.272538754824623,0.0351846019543957
"McKO","Morphine Day 1","dark",21,1105705,7,60,35.5133333333333,0.225821788643144,0.0291534675541889
"McKO","Morphine Day 1","dark",21,1110165,7,60,35.5685,0.557335747636217,0.0719517356280376
"McKO","Morphine Day 1","dark",22,53375,4,54,37.1572222222222,0.525193285773327,0.0714697536933532
"McKO","Morphine Day 1","dark",22,53376,4,56,35.2203571428571,0.433480477847993,0.0579262654272229
"McKO","Morphine Day 1","dark",22,53406,4,60,36.3135,0.516519725778836,0.0666824098643018
"McKO","Morphine Day 1","dark",22,53408,4,60,35.7696666666667,0.623380523305114,0.0804780795036924
"McKO","Morphine Day 1","dark",22,53408,5,60,35.5095,0.522118971441359,0.0674052693710444
"McKO","Morphine Day 1","dark",22,1011099,6,60,35.214,0.171486027498215,0.0221387509535951
"McKO","Morphine Day 1","dark",22,1067033.3,3,60,34.4505,0.227666310974071,0.0293915943631685
"McKO","Morphine Day 1","dark",22,1105702,6,60,34.9158333333333,0.334021676281628,0.043122012983701
"McKO","Morphine Day 1","dark",22,1105705,7,60,34.9246666666667,0.301990384102533,0.0389867909447964
"McKO","Morphine Day 1","dark",22,1110165,7,60,35.8823333333333,0.499791029777774,0.0645227444971058
"McKO","Morphine Day 1","dark",23,53375,4,60,35.7803333333333,0.628589938461047,0.0811506121084394
"McKO","Morphine Day 1","dark",23,53376,4,60,34.491,0.409160778145806,0.0528224293226658
"McKO","Morphine Day 1","dark",23,53406,4,60,35.8163333333333,0.749377067103448,0.096744163364047
"McKO","Morphine Day 1","dark",23,53408,4,59,35.5996610169492,0.856444064042382,0.111499520013669
"McKO","Morphine Day 1","dark",23,53408,5,54,35.8609259259259,0.665364897811489,0.0905446940220677
"McKO","Morphine Day 1","dark",23,1011099,6,60,34.8831666666667,0.168929748377855,0.0218087367382148
"McKO","Morphine Day 1","dark",23,1067033.3,3,60,34.6141666666667,0.36658891060496,0.047326424855911
"McKO","Morphine Day 1","dark",23,1105702,6,60,34.9806666666667,0.272458155186596,0.0351741965858695
"McKO","Morphine Day 1","dark",23,1105705,7,60,34.7921666666667,0.200204062562842,0.0258462333382985
"McKO","Morphine Day 1","dark",23,1110165,7,60,34.1666666666667,0.710811583575165,0.0917653808492645
"McKO","Morphine Day 6","light",0,53375,4,60,35.7465,0.797965261977008,0.103016872349633
"McKO","Morphine Day 6","light",0,53376,4,60,34.5676666666667,0.252676296344678,0.0326203695908103
"McKO","Morphine Day 6","light",0,53406,4,60,35.3046666666667,0.252851310676323,0.0326429638438705
"McKO","Morphine Day 6","light",0,53408,4,60,35.2173333333333,0.285668212588688,0.0368796076632276
"McKO","Morphine Day 6","light",0,53408,5,58,35.2187931034483,0.567815381369706,0.074557812250539
"McKO","Morphine Day 6","light",0,1011099,6,60,34.3551666666667,0.336494851833924,0.0434412985745773
"McKO","Morphine Day 6","light",0,1105702,6,60,34.5461666666667,0.279085016308084,0.0360297206779078
"McKO","Morphine Day 6","light",0,1105705,7,60,34.804,0.253525648085727,0.0327300204290822
"McKO","Morphine Day 6","light",0,1110165,7,60,34.8645,0.27632224494392,0.0356730484284816
"McKO","Morphine Day 6","light",1,53375,4,59,32.8376271186441,1.16539668987394,0.151721725915345
"McKO","Morphine Day 6","light",1,53376,4,59,34.4103389830508,0.584966742649396,0.0761561831855247
"McKO","Morphine Day 6","light",1,53406,4,59,35.0950847457627,0.643983756706042,0.0838395439748995
"McKO","Morphine Day 6","light",1,53408,4,59,33.9545762711864,0.673086872586239,0.087628446937491
"McKO","Morphine Day 6","light",1,53408,5,60,34.6593333333333,0.383983874426009,0.0495721050288044
"McKO","Morphine Day 6","light",1,1011099,6,60,32.9045,0.469685884936384,0.0606361870102437
"McKO","Morphine Day 6","light",1,1105702,6,60,34.7081666666667,0.308882576924765,0.0398765692121082
"McKO","Morphine Day 6","light",1,1105705,7,60,34.7061666666667,0.491235356159594,0.0634182117824793
"McKO","Morphine Day 6","light",1,1110165,7,60,34.483,0.781455183225391,0.10088543034798
"McKO","Morphine Day 6","light",2,53375,4,60,31.9963333333333,0.338155348246959,0.0436556677397147
"McKO","Morphine Day 6","light",2,53376,4,60,35.0758333333333,0.764474543515751,0.0986932391878674
"McKO","Morphine Day 6","light",2,53406,4,60,34.802,0.259959579648159,0.0335606374221466
"McKO","Morphine Day 6","light",2,53408,4,60,33.8173333333333,0.451531730839375,0.0582924957941704
"McKO","Morphine Day 6","light",2,53408,5,59,34.6093220338983,0.490846785585818,0.0639028084738556
"McKO","Morphine Day 6","light",2,1011099,6,60,33.8298333333333,0.415804271371032,0.0536801006100639
"McKO","Morphine Day 6","light",2,1105702,6,60,34.7851666666667,0.154409664959057,0.0199342020293299
"McKO","Morphine Day 6","light",2,1105705,7,60,33.7131666666667,0.128913210413863,0.0166426239013008
"McKO","Morphine Day 6","light",2,1110165,7,60,33.8066666666667,0.363652221020451,0.0469472998607849
"McKO","Morphine Day 6","light",3,53375,4,60,33.322,0.378519864915427,0.0488667044342043
"McKO","Morphine Day 6","light",3,53376,4,60,35.5525,0.313079970289717,0.0404184503654396
"McKO","Morphine Day 6","light",3,53406,4,60,35.4041666666667,0.324043791070086,0.0418338735418786
"McKO","Morphine Day 6","light",3,53408,4,57,35.3971929824561,0.393440658013945,0.0521124882124432
"McKO","Morphine Day 6","light",3,53408,5,60,34.1725,0.569851675616901,0.0735675349824217
"McKO","Morphine Day 6","light",3,1011099,6,60,34.4126666666667,0.396171794043292,0.0511455586855594
"McKO","Morphine Day 6","light",3,1105702,6,60,34.0575,0.146999654098521,0.0189775737407274
"McKO","Morphine Day 6","light",3,1105705,7,60,33.5581666666667,0.398312081318523,0.0514218685846618
"McKO","Morphine Day 6","light",3,1110165,7,60,33.6558333333333,0.176944802909936,0.0228434758289378
"McKO","Morphine Day 6","light",4,53375,4,60,33.605,0.342678878192576,0.0442396529445628
"McKO","Morphine Day 6","light",4,53376,4,60,34.5553333333333,0.433118243011511,0.0559153247374066
"McKO","Morphine Day 6","light",4,53406,4,60,35.1078333333333,0.332454108807933,0.0429196408930451
"McKO","Morphine Day 6","light",4,53408,4,60,35.2803333333333,0.573431439510609,0.0740296805138778
"McKO","Morphine Day 6","light",4,53408,5,60,34.6455,0.46694254355654,0.060282023161007
"McKO","Morphine Day 6","light",4,1011099,6,60,34.2935,0.308686803042957,0.0398512949126461
"McKO","Morphine Day 6","light",4,1105702,6,60,33.8803333333333,0.319899171968277,0.0412988055166226
"McKO","Morphine Day 6","light",4,1105705,7,60,33.3646666666667,0.129973487083454,0.0167795050307574
"McKO","Morphine Day 6","light",4,1110165,7,60,33.2865,0.118619531361151,0.0153137156498888
"McKO","Morphine Day 6","light",5,53375,4,60,33.239,0.426506105029129,0.0550617013944536
"McKO","Morphine Day 6","light",5,53376,4,60,33.7576666666667,0.377755937110985,0.0487680817787274
"McKO","Morphine Day 6","light",5,53406,4,60,34.663,0.264775568538555,0.0341823789144142
"McKO","Morphine Day 6","light",5,53408,4,60,34.661,0.174226620394925,0.0224925599751849
"McKO","Morphine Day 6","light",5,53408,5,57,34.7408771929825,0.626037084426869,0.0829206375046048
"McKO","Morphine Day 6","light",5,1011099,6,60,33.7496666666667,0.171908200440034,0.0221932532460247
"McKO","Morphine Day 6","light",5,1105702,6,60,33.648,0.153256182998007,0.0197852881484866
"McKO","Morphine Day 6","light",5,1105705,7,60,33.5135,0.190963879804089,0.024653330873613
"McKO","Morphine Day 6","light",5,1110165,7,60,33.438,0.432045979976159,0.0557768961747842
"McKO","Morphine Day 6","light",6,53375,4,60,32.2448333333333,0.239090732842311,0.0308664808843599
"McKO","Morphine Day 6","light",6,53376,4,60,34.3795,0.535076186560128,0.0690780386499849
"McKO","Morphine Day 6","light",6,53406,4,60,34.6883333333333,0.28984020534213,0.0374182096117136
"McKO","Morphine Day 6","light",6,53408,4,60,34.3711666666667,0.228154658121632,0.0294546397088243
"McKO","Morphine Day 6","light",6,53408,5,60,34.0483333333333,0.338476980999693,0.0436971903495459
"McKO","Morphine Day 6","light",6,1011099,6,60,33.7311666666667,0.204865327129525,0.0264480000062661
"McKO","Morphine Day 6","light",6,1105702,6,60,33.9136666666667,0.22522280243009,0.0290761387665967
"McKO","Morphine Day 6","light",6,1105705,7,60,33.4613333333333,0.528773658497569,0.0682643857758084
"McKO","Morphine Day 6","light",6,1110165,7,60,33.4431666666667,0.141822181175746,0.0183091648605492
"McKO","Morphine Day 6","light",7,53375,4,60,32.8966666666667,0.384679777312827,0.0496619457051786
"McKO","Morphine Day 6","light",7,53376,4,60,33.6195,0.105016947784793,0.0135576296613346
"McKO","Morphine Day 6","light",7,53406,4,60,34.4933333333333,0.208754715092729,0.0269501178332138
