"Condition","day","phase","hour","id","Trial","n","mean_Temp","sd_Temp","se_Temp"
"WT","Morphine Day 6","dark",13,53375,5,60,37.452,0.237278353309257,0.0306325036927424
"WT","Morphine Day 6","dark",13,53376,5,60,37.18,0.402180497466464,0.051921278961901
"WT","Morphine Day 6","dark",13,53377,4,60,35.0566666666667,0.0978872867330319,0.0126371943774154
"WT","Morphine Day 6","dark",13,53377,5,59,36.251186440678,0.346748864432731,0.0451428570443346
"WT","Morphine Day 6","dark",13,53406,5,60,35.3345,0.42660434970408,0.0550743847274515
"WT","Morphine Day 6","dark",13,53407,4,60,35.2463333333333,0.172950141406214,0.0223277672463495
"WT","Morphine Day 6","dark",13,53407,5,58,36.2410344827586,0.939338493732489,0.123341186859838
"WT","Morphine Day 6","dark",13,1105702,7,60,34.8995,0.229098639106997,0.0295765071300061
"WT","Morphine Day 6","dark",13,1105717,6,49,31.0585714285714,1.59477532377866,0.227825046254094
"WT","Morphine Day 6","dark",13,1105717,7,60,35.2453333333333,0.242224623772196,0.0312710644637024
"WT","Morphine Day 6","dark",13,1110188.3,3,60,34.444,0.361883959301873,0.0467190182545252
"WT","Morphine Day 6","dark",13,1113216.3,3,60,33.707,0.617927920759564,0.0797741515419455
"WT","Morphine Day 6","dark",13,1114204.3,3,60,34.0478333333333,0.383666926818645,0.0495311872686397
"WT","Morphine Day 6","dark",13,1115463.3,3,60,35.1795,0.352070991492976,0.0454521695578344
"WT","Morphine Day 6","dark",14,53375,5,60,36.9523333333333,0.244355719217137,0.0315461877026169
"WT","Morphine Day 6","dark",14,53376,5,58,37.2079310344828,0.482674415783085,0.0633782557691275
"WT","Morphine Day 6","dark",14,53377,4,60,35.9005,0.294856615541883,0.0380658253837598
"WT","Morphine Day 6","dark",14,53377,5,60,36.601,0.300827671824906,0.0388366854352071
"WT","Morphine Day 6","dark",14,53406,5,57,36.2466666666667,0.86991036757763,0.115222442960292
"WT","Morphine Day 6","dark",14,53407,4,60,35.7363333333333,0.358905901773269,0.0463345526807809
"WT","Morphine Day 6","dark",14,53407,5,60,35.7411666666667,1.10084111396336,0.142117976706684
"WT","Morphine Day 6","dark",14,1105702,7,60,35.3001666666667,0.257639162110707,0.0332610728061868
"WT","Morphine Day 6","dark",14,1105717,6,60,30.506,0.354344465174779,0.0457456737480897
"WT","Morphine Day 6","dark",14,1105717,7,60,34.9523333333333,0.238045478254711,0.0307315390973492
"WT","Morphine Day 6","dark",14,1110188.3,3,60,35.4328333333333,0.213033709966101,0.027502533695983
"WT","Morphine Day 6","dark",14,1113216.3,3,60,34.9613333333333,0.23375683923044,0.0301778781800526
"WT","Morphine Day 6","dark",14,1114204.3,3,60,34.8735,0.2346351296541,0.030291264986185
"WT","Morphine Day 6","dark",14,1115463.3,3,60,34.5723333333333,0.102814077164934,0.0132732402871824
"WT","Morphine Day 6","dark",15,53375,5,60,36.2878333333333,0.36191623558763,0.046723185105099
"WT","Morphine Day 6","dark",15,53376,5,60,36.4615,0.224059805878184,0.0289259965573557
"WT","Morphine Day 6","dark",15,53377,4,60,35.5738333333333,0.499074029584439,0.064430180170172
"WT","Morphine Day 6","dark",15,53377,5,60,36.557,0.406507656233276,0.0524799127565762
"WT","Morphine Day 6","dark",15,53406,5,57,35.9124561403509,0.468501717872115,0.0620545684662174
"WT","Morphine Day 6","dark",15,53407,4,60,35.6288333333333,1.00062538354376,0.129180181541913
"WT","Morphine Day 6","dark",15,53407,5,60,35.098,1.02652416649915,0.132523700044356
"WT","Morphine Day 6","dark",15,1105702,7,60,34.5946666666667,0.282107484424575,0.0364199196338949
"WT","Morphine Day 6","dark",15,1105717,6,60,32.2501666666667,0.621391253877523,0.0802212659248864
"WT","Morphine Day 6","dark",15,1105717,7,60,34.4703333333333,0.28241672939036,0.0364598429873078
"WT","Morphine Day 6","dark",15,1110188.3,3,60,35.4416666666667,0.276633310901932,0.03571320687098
"WT","Morphine Day 6","dark",15,1113216.3,3,60,35.1225,0.241230075141021,0.0311426687875179
"WT","Morphine Day 6","dark",15,1114204.3,3,60,34.6398333333333,0.348821219162271,0.0450326257539748
"WT","Morphine Day 6","dark",15,1115463.3,3,60,34.9195,0.293508438362222,0.0378917764582744
"WT","Morphine Day 6","dark",16,53375,5,59,36.4635593220339,0.423722268798082,0.0551639407331463
"WT","Morphine Day 6","dark",16,53376,5,60,36.5381666666667,0.336590540702491,0.0434536519543899
"WT","Morphine Day 6","dark",16,53377,4,60,35.4625,0.218985526957718,0.0282709099655899
"WT","Morphine Day 6","dark",16,53377,5,60,36.2511666666667,0.268858804016486,0.0347095223479031
"WT","Morphine Day 6","dark",16,53406,5,59,35.8772881355932,0.276479284679357,0.0359945369811626
"WT","Morphine Day 6","dark",16,53407,4,60,34.7473333333333,0.228219836528973,0.0294630542050297
"WT","Morphine Day 6","dark",16,53407,5,59,35.8198305084746,1.0463738560569,0.136226272798854
"WT","Morphine Day 6","dark",16,1105702,7,60,34.6856666666667,0.152652998179228,0.019707417323226
"WT","Morphine Day 6","dark",16,1105717,6,60,33.6418333333333,0.219718553922634,0.0283655433398379
"WT","Morphine Day 6","dark",16,1105717,7,60,34.64,0.256528321362412,0.0331176638822389
"WT","Morphine Day 6","dark",16,1110188.3,3,60,35.0398333333333,0.232601293164765,0.0300286978244481
"WT","Morphine Day 6","dark",16,1113216.3,3,60,35.2181666666667,0.242315746297996,0.0312828283311987
"WT","Morphine Day 6","dark",16,1114204.3,3,60,34.6628333333333,0.215029297701631,0.0277601629648364
"WT","Morphine Day 6","dark",16,1115463.3,3,60,35.057,0.217888946989835,0.0281293421004767
"WT","Morphine Day 6","dark",17,53375,5,60,36.443,0.311754466620171,0.0402473285775232
"WT","Morphine Day 6","dark",17,53376,5,60,36.5495,0.298904355203002,0.038588386327003
"WT","Morphine Day 6","dark",17,53377,4,60,35.9966666666667,0.358105498453457,0.0462312210565182
"WT","Morphine Day 6","dark",17,53377,5,58,36.2053448275862,0.22980705497577,0.0301751446348666
"WT","Morphine Day 6","dark",17,53406,5,59,36.5925423728814,0.912090424321569,0.118744059058463
"WT","Morphine Day 6","dark",17,53407,4,60,34.5845,0.140440288294603,0.0181307632567189
"WT","Morphine Day 6","dark",17,53407,5,58,35.3813793103448,0.830297871461744,0.109023451712662
"WT","Morphine Day 6","dark",17,1105702,7,60,34.7113333333333,0.139435504399008,0.0180010462135796
"WT","Morphine Day 6","dark",17,1105717,6,60,34.2376666666667,0.191341089234326,0.0247020284016578
"WT","Morphine Day 6","dark",17,1105717,7,60,34.7355,0.231505207321454,0.0298871937505428
"WT","Morphine Day 6","dark",17,1110188.3,3,60,35.3196666666667,0.204217951589503,0.0263644241834246
"WT","Morphine Day 6","dark",17,1113216.3,3,60,35.2503333333333,0.170442760078793,0.022004065708893
"WT","Morphine Day 6","dark",17,1114204.3,3,60,34.7803333333333,0.132280732120726,0.0170773690842566
"WT","Morphine Day 6","dark",17,1115463.3,3,60,35.5608333333333,0.365454403317233,0.0471799605948604
